province_code,Q229NETINCOME,Ageofhead,Q61035POLICE,Q61038LIGHT,Q224ANOMONEY,income,Total_IOPBV,Total_number_of_convictions,Q531FOOD,Q531PUBTRAN,Q531PREPRIM,Q531PRIM,Q531SECOND,Q531CLINIC,Q531HOSPITAL,Q531POLICE,Q531RELIG,Q531BANK,Q531POSTOFF,Q531WELFARE,Q531MULTI,Q653AREA,Q658VALUE
6.0,2500.0,26.0,2,2,1.0,28247.8701,0,0,643,269,4095,4167,17255,22137,26321,19773,657,29412,21067,20780,24289,38,37540
5.0,3500.0,58.0,2,2,1.0,45208.457019,0,0,483,71,1778,1660,1005,2692,23012,25653,1594,20577,26381,25542,27097,31,3985
9.0,1300.0,59.0,2,2,2.0,45213.577011,0,0,241,247,119,372,244,9662,5526,159,7961,8567,7705,6204,7358,113,12356
9.0,1000.0,39.0,2,2,1.0,5651.78635,0,0,7457,202,361,1306,832,562,10066,5380,17238,18543,17894,13699,996,52,18681
5.0,3000.0,61.0,2,2,2.0,22610.835266,0,0,694,709,853,898,683,4299,19989,7906,79,7463,7470,9774,9134,41,41816
9.0,2000.0,58.0,2,2,1.0,22612.151019,0,0,361,901,764,637,695,6042,12536,16962,615,12137,18265,16484,17083,311,45798
2.0,2000.0,81.0,2,2,2.0,16959.181019,0,0,390,456,314,820,7073,27716,23669,29612,238,22756,21555,23673,1646,102,3005
7.0,2500.0,41.0,2,1,2.0,50887.479826,3,0,823,682,703,989,617,556,20522,759,974,698,692,880,1919,226,-777
5.0,1000.0,44.0,2,2,2.0,28278.937281,2,0,25081,4205,9971,7774,6892,22094,23712,9039,8586,9777,8058,9033,8315,5,3725
1.0,5000.0,24.0,1,1,1.0,5656.449238,0,0,570,448,390,164,316,465,1006,563,701,2726,403,4632,1033,-777,-777
4.0,2000.0,55.0,1,1,2.0,16974.453914,1,0,951,723,743,620,2804,878,6281,7395,966,5396,9789,-666,9588,98,-777
2.0,5000.0,20.0,2,2,1.0,5661.321755,0,0,188,315,23,268,2234,4623,3212,3727,220,3349,3672,2823,4473,-777,-777
5.0,1000.0,44.0,2,1,2.0,56628.014924,0,0,1828,-666,578,709,1683,1606,21562,29212,24038,21983,26667,21553,-666,48,40811
5.0,1300.0,61.0,2,2,2.0,16991.136337,0,0,8096,8860,8251,7314,14852,22072,23821,20877,7291,28171,26286,24365,28748,81,12338
2.0,3000.0,41.0,2,2,1.0,16991.136337,0,0,842,440,650,662,927,565,20194,26772,573,29387,26113,27689,-666,15,15911
4.0,0.0,35.0,2,2,9.0,33992.257662,0,0,21091,3370,-666,16615,19642,-666,-666,-666,-666,-666,-666,-666,-666,80,34115
5.0,2000.0,53.0,1,1,2.0,51007.202929,1,0,190,848,202,980,769,3494,29088,3604,1482,4123,2142,878,-777,223,452251
8.0,3000.0,28.0,2,2,1.0,34011.971681,0,0,836,573,600,833,939,716,11120,13007,574,11014,-666,675,643,33,42077
8.0,7000.0,35.0,2,2,1.0,34013.955538,0,0,403,806,621,984,859,633,2641,3354,543,3450,3795,-999,1470,20,6496
4.0,3000.0,57.0,1,9,1.0,22685.312885,0,0,47,470,277,97,77,355,6117,9751,123,9801,4375,9192,2068,-777,-777
4.0,5000.0,36.0,1,1,1.0,28358.952094,0,0,51,113,370,334,187,484,692,636,195,956,541,656,-666,30,5487
7.0,2800.0,59.0,1,2,2.0,51064.971156,0,0,191,144,315,258,433,645,1828,1571,382,1265,1473,1873,1785,162,-777
9.0,2000.0,64.0,2,2,1.0,17030.610058,0,0,706,642,506,807,881,5019,24542,21112,921,23313,27983,24749,22760,22,8688
1.0,0.0,31.0,1,1,2.0,28388.675283,0,0,721,956,89,365,141,377,656,861,22068,653,781,802,285,-777,-777
9.0,1600.0,60.0,2,2,2.0,28391.185799,1,0,337,252,311,952,1319,3502,12708,9329,96,16211,2617,11617,213,219,50206
2.0,3500.0,35.0,2,2,1.0,28391.8885,0,0,271,1311,700,950,8517,3244,4910,18689,690,12171,10275,12819,15330,36,11054
1.0,5000.0,46.0,1,1,2.0,34079.566713,0,0,89,189,780,1177,2425,2858,2953,4732,969,3128,2332,2044,4729,43,90292
5.0,500.0,46.0,2,2,1.0,28405.153419,0,0,3888,3136,2162,3215,3077,4304,3524,4927,3424,4783,4792,3490,4109,114,48235
3.0,4000.0,44.0,2,2,1.0,28406.193948,0,0,83,509,124,3648,-666,22188,21236,21089,28379,22257,25026,27687,23730,130,160021
5.0,2500.0,57.0,2,2,2.0,28406.637665,1,1,751,660,1649,1154,1481,9976,15819,13345,850,15257,11886,9670,7475,103,18915
7.0,5000.0,69.0,1,9,1.0,22726.80391,0,0,426,92,30,252,421,273,581,500,225,639,984,390,412,87,32056
2.0,5000.0,45.0,1,1,1.0,34105.346487,0,0,305,494,976,526,501,947,9888,8712,976,7343,7492,7907,6558,48,21699
6.0,14000.0,36.0,1,1,2.0,90951.894876,1,0,160,76,694,638,1897,1474,1555,1172,273,4381,1450,2172,1796,91,-777
6.0,3500.0,59.0,2,2,2.0,39793.722928,0,1,406,320,432,79,228,16,14865,794,248,1377,15712,11226,1191,93,52033
2.0,1350.0,58.0,2,2,2.0,17057.081384,1,0,611,1298,1318,1670,8439,6350,27770,27291,701,29564,20951,24527,27800,74,5607
9.0,5000.0,34.0,2,2,1.0,28433.134603,0,0,698,18565,-666,1534,23863,14853,29882,20951,738,29721,21427,20633,-666,39,49740
2.0,3000.0,56.0,2,2,1.0,28434.687364,1,0,1011,1281,1357,1557,1167,7813,9112,6710,1924,5473,5904,8300,7276,44,44269
7.0,3000.0,36.0,1,1,1.0,11374.581843,0,0,998,213,312,228,416,466,619,914,147,862,778,170,331,-777,-777
2.0,3000.0,66.0,2,1,1.0,45504.457488,1,0,44,-999,199,742,686,996,3916,1116,1180,1410,1978,1051,1013,67,14079
8.0,2000.0,51.0,1,1,1.0,28443.631225,0,0,55,208,347,311,105,582,4710,2426,422,2542,4446,3695,290,98,60981
5.0,1000.0,42.0,2,2,1.0,28448.221338,0,0,9801,1832,1865,1501,6085,8280,7038,6885,6080,9471,9471,6926,-666,76,47487
5.0,600.0,33.0,2,2,1.0,22760.935048,0,0,5894,658,500,560,696,891,19371,-999,1015,5103,9090,5168,6589,13,2184
8.0,1300.0,93.0,2,2,2.0,17071.868722,0,0,467,409,494,75,124,249,16511,202,172,11063,154,433,18936,36,19228
6.0,5000.0,34.0,2,2,1.0,34145.443382,0,0,121,450,157,375,477,6456,-999,1894,217,1421,1225,6945,417,66,54657
5.0,3000.0,66.0,2,2,1.0,51220.062415,0,0,251,466,-666,2012,5510,5651,29818,14265,906,17447,16117,21909,10948,85,13958
8.0,2000.0,70.0,1,1,2.0,39851.833963,0,0,249,490,291,293,458,67,638,156,452,777,2012,607,898,100,146699
6.0,2500.0,66.0,2,2,2.0,28466.600768,0,0,2777,5319,1078,1293,13365,4174,11366,8704,1588,24247,1641,20718,20405,34,38612
7.0,6000.0,66.0,1,2,1.0,28471.643447,0,0,1790,377,1223,1666,1663,3871,7825,994,1145,1668,1828,1572,1357,107,190986
5.0,17000.0,58.0,1,1,2.0,45563.516037,0,0,10367,140,979,3102,3047,14391,19061,15361,1415,18368,14765,14122,4267,100,432477
6.0,3500.0,76.0,2,2,1.0,39870.214895,0,0,209,874,964,1489,1099,3377,2679,17029,3530,2494,10515,20325,25220,42,23459
7.0,5000.0,49.0,2,1,2.0,17087.801233,0,0,1654,380,761,389,48,232,1597,1456,95,476,47,164,158,24,10616
8.0,4000.0,66.0,2,2,1.0,102550.31105,0,0,1332,1068,1796,1668,1886,25151,25450,29443,500,28149,1849,1767,1502,31,13199
5.0,1000.0,38.0,2,2,2.0,39891.25,2,0,27114,230,1819,1316,10455,11977,28644,21618,183,25992,29568,22429,29305,74,82403
6.0,1500.0,22.0,2,1,1.0,11398.77105,2,2,8716,916,817,733,943,824,5436,5576,971,9548,5556,5706,7676,115,51723
4.0,4000.0,48.0,1,1,2.0,39896.75,0,0,278,1516,428,851,800,3144,4240,373,4865,2313,4122,3690,22771,9,184
2.0,6000.0,42.0,2,2,2.0,28500.363325,3,0,1831,1878,3300,2616,386,1957,7652,5824,451,7102,89,6856,1414,200,9687
5.0,600.0,37.0,2,1,2.0,11406.401982,0,0,13704,680,9576,7719,15833,9993,21139,9986,6807,8134,6408,5295,9421,54,16866
2.0,3000.0,52.0,2,2,2.0,17110.985123,0,0,498,433,1678,1248,2193,4255,27304,27542,1135,28010,24247,21248,28970,67,41966
8.0,0.0,49.0,1,2,2.0,51349.394199,0,0,836,626,769,711,816,884,283,24515,454,26623,21416,27685,758,168,247761
6.0,1000.0,53.0,1,1,2.0,22822.764188,0,0,219,362,226,24,1559,205,3250,4270,302,6180,9289,130,457,69,57940
7.0,13500.0,36.0,1,1,1.0,28528.50128,8,0,118,291,191,99,241,4790,3028,7670,29,8738,6922,8728,367,41,194942
7.0,2000.0,57.0,1,1,2.0,22836.004108,1,0,1111,587,952,500,3016,4017,7394,9405,655,1666,1897,3555,4592,68,87656
2.0,4000.0,58.0,2,2,1.0,28547.197168,0,0,947,193,931,931,11127,17821,15426,19161,983,17482,19448,10713,14691,3,6995
5.0,4000.0,28.0,1,2,2.0,5711.023837,1,0,232,325,109,366,13,235,53,2964,7631,8760,8151,7220,9823,48,45723
4.0,4000.0,67.0,1,1,1.0,22850.235107,1,0,510,563,647,1983,1832,976,1123,1275,62,1110,1055,1415,1844,32,-666
7.0,3000.0,83.0,1,1,2.0,22856.036477,0,0,243,342,273,271,524,738,29012,1271,144,735,913,577,1278,-999,99243
8.0,4000.0,63.0,1,1,1.0,17144.51278,0,0,392,850,4591,2416,3168,2363,-666,4491,1436,3536,2486,-666,-666,49,12683
2.0,2000.0,43.0,2,2,2.0,11431.605071,0,0,696,1465,1156,3616,25342,28417,24158,1817,25978,25127,25317,26285,1295,51,53099
9.0,3780.0,50.0,2,1,2.0,51448.8425,0,0,90,107,199,71,76,8529,22054,18769,9,28625,188,5565,188,119,99197
9.0,3000.0,75.0,1,2,2.0,40016.228058,0,0,62,325,774,656,595,787,21527,29874,520,21536,694,818,869,70,55100
2.0,3000.0,41.0,1,2,2.0,40020.25,0,0,961,611,5841,5925,17473,16282,28198,25765,464,23106,13655,20269,6723,65,17005
8.0,4500.0,53.0,2,2,2.0,17158.997702,0,0,1533,74,296,486,1287,4235,3489,799,238,1920,1408,6361,1651,61,52094
8.0,800.0,26.0,2,2,2.0,17158.997702,0,0,1215,463,489,216,468,446,16863,1719,180,1274,1354,10431,12049,111,55945
9.0,4000.0,65.0,2,2,2.0,17158.997702,0,0,4648,153,746,872,799,922,4760,1695,969,4025,3821,2464,-666,106,57625
8.0,3000.0,63.0,1,2,2.0,17167.532517,0,0,413,2669,745,90,2146,2441,23639,212,176,25265,387,164,18,4,1608
2.0,5000.0,86.0,2,2,2.0,57239.464141,0,0,289,456,4470,8840,7474,27693,24217,26375,1557,25353,26365,21454,20489,203,13417
5.0,300.0,42.0,2,1,2.0,34350.138709,0,0,106,80,49,130,625,776,10956,2822,897,4606,4411,5042,9782,38,27455
9.0,3000.0,41.0,2,2,2.0,40078.369013,0,0,789,993,884,572,798,16539,23950,23766,543,21398,23931,26998,-666,78,58621
4.0,1800.0,75.0,3,2,2.0,57282.372533,0,0,156,113,105,205,269,1891,8,359,322,2629,1960,461,-666,114,201147
8.0,2000.0,75.0,2,2,2.0,28650.942816,1,0,8002,7596,3059,3638,4615,10634,18897,14982,18352,22007,14465,17457,15997,50,37062
5.0,2000.0,45.0,1,2,2.0,22927.806576,0,0,22565,1522,679,576,1016,3887,17287,1941,1382,20883,26891,27088,26056,79,25332
7.0,6000.0,37.0,2,2,1.0,22928.836928,0,0,5482,558,572,2724,4426,2621,6721,8630,-666,7288,-666,13017,-666,2,84220
6.0,3000.0,62.0,2,2,1.0,22932.947293,0,0,464,99,474,370,20126,64,28415,29645,55,24378,338,22396,343,143,39749
2.0,5000.0,45.0,2,2,1.0,22933.189999,0,0,19471,8060,7439,9170,24725,10689,13562,21732,1808,27135,26242,25842,21117,-999,30702
9.0,5000.0,62.0,1,2,2.0,40136.72489,0,0,3333,3687,3602,3534,4863,20547,23311,20155,1087,26523,20578,29214,23912,73,138498
9.0,3000.0,59.0,2,2,2.0,17203.565942,0,0,478,622,783,819,374,1904,29665,1032,329,27359,1416,1505,21785,52,19215
2.0,2000.0,69.0,2,2,2.0,17204.077944,0,0,848,665,959,704,4073,4696,2034,2917,885,3002,2640,4366,3392,105,19613
6.0,1000.0,27.0,2,1,2.0,22940.343663,0,0,484,453,91,48,270,431,1458,242,64,1793,5,1891,26,-777,-777
1.0,3000.0,63.0,1,1,1.0,51618.739588,0,0,1227,446,11,252,1030,1499,1804,1249,1105,1843,1617,1680,1707,93,486749
8.0,2000.0,60.0,1,1,1.0,40151.25,0,0,563,832,644,514,720,1296,16368,9655,8010,18701,7260,11453,5910,115,61137
5.0,1000.0,74.0,1,2,1.0,17210.25,0,0,587,1694,1157,1583,5214,19183,11195,7291,1276,15266,12745,12600,19998,87,19331
1.0,1600.0,45.0,1,1,1.0,22947.46636,0,0,104,154,147,438,349,212,298,351,413,885,722,776,939,-777,-777
8.0,10000.0,37.0,2,2,1.0,22947.491115,0,0,1876,1111,1967,1460,-999,639,9371,-999,735,8837,8687,5017,8121,-999,18498
9.0,7000.0,75.0,2,2,1.0,45908.665227,0,0,26274,329,125,237,263,6710,26628,25196,398,20640,8653,26228,28883,69,31898
6.0,4000.0,40.0,1,1,1.0,17215.973362,0,0,1415,368,224,419,268,3847,14587,1851,385,720,795,2057,1862,103,-777
2.0,1100.0,53.0,2,2,2.0,45920.669445,1,0,945,697,612,816,4964,3465,26135,22835,750,22338,29509,24670,25641,130,29430
2.0,3000.0,20.0,2,2,1.0,17222.973986,0,0,662,10,227,224,515,572,-666,-666,302,-666,-666,-666,-777,182,43276
8.0,3500.0,57.0,1,2,2.0,17222.973986,0,0,469,4106,4206,4092,2141,9271,22685,11428,4595,15620,28125,21896,17313,110,38384
7.0,2000.0,74.0,1,1,1.0,22971.418573,0,0,367,374,282,195,92,428,547,1217,357,125,421,389,191,39,33064
5.0,1500.0,77.0,2,2,1.0,51712.295044,1,0,71,588,1333,3022,2225,5988,4967,1700,752,16775,4262,7030,2077,46,63288
9.0,1000.0,38.0,2,2,1.0,17238.283816,0,0,226,44,174,313,594,2669,12024,16889,507,17649,17224,16500,-666,52,34195
5.0,900.0,49.0,2,2,1.0,40233.063971,0,0,750,670,27757,658,2315,9387,29300,22715,479,24830,23939,20701,26568,176,18046
5.0,500.0,39.0,1,2,2.0,17245.340452,0,0,200,308,1372,1664,2629,2319,5917,6723,208,8409,9647,6789,9603,-777,-777
8.0,2000.0,72.0,2,2,2.0,28745.328144,0,0,979,946,502,767,634,8052,8445,1985,791,28893,1361,22572,29149,89,242995
4.0,2000.0,58.0,1,1,1.0,28745.328144,0,0,634,2,1084,1845,1750,2500,5433,8580,546,8283,6752,9605,9472,109,222816
5.0,5000.0,81.0,2,1,2.0,22998.569981,0,0,128,390,607,913,511,2000,13059,3955,35,6890,2808,19735,1140,97,10713
1.0,5000.0,49.0,1,1,1.0,17250.945543,1,0,215,342,440,364,200,796,533,563,440,674,699,825,823,42,-777
8.0,4000.0,45.0,2,1,2.0,17263.643108,0,0,2291,507,1620,1579,1127,2755,4526,4696,7,4280,2966,4216,4615,19,12391
2.0,3000.0,66.0,2,2,2.0,17270.25,0,0,287,244,446,445,2163,3598,23247,25427,65,21219,25494,21501,936,94,12730
2.0,700.0,50.0,2,1,1.0,40311.25,0,0,143,4020,197,87,86,321,2892,4478,86,4344,4309,4737,2100,57,70724
2.0,5000.0,53.0,2,1,2.0,34554.150445,0,0,180,26,14,519,4387,2000,8996,7989,968,5203,8015,7360,211,8,38384
6.0,800.0,55.0,2,2,1.0,11520.807195,0,0,52,422,158,98,346,434,-666,-666,134,-666,155,-666,-666,52,68818
6.0,1000.0,41.0,1,1,1.0,5762.139328,0,0,431,432,171,217,388,39,13,248,171,8233,668,448,44,25,17453
8.0,800.0,29.0,2,2,2.0,23060.011372,2,0,909,511,898,903,579,16501,1532,1082,785,3560,4614,2287,4659,54,95515
8.0,4000.0,37.0,2,2,2.0,11531.804298,0,0,8921,957,1420,1159,4909,4455,16234,10294,1890,6036,1830,8841,6229,55,5568
6.0,5000.0,42.0,1,1,1.0,23064.899436,0,0,218,275,523,735,669,1147,3668,1715,334,4983,1608,3496,1077,112,23638
8.0,2500.0,46.0,1,2,2.0,34599.680522,0,0,417,1878,1168,557,1531,1322,-666,-666,237,-666,-666,-666,-666,48,222896
8.0,3500.0,53.0,1,1,1.0,34603.392094,0,0,202,482,109,676,709,344,8202,5741,615,8227,6877,8852,6896,59,15258
4.0,1000.0,38.0,1,1,2.0,17304.783041,0,0,781,639,860,1783,1862,1695,3298,4497,913,3252,4821,2565,2846,71,45241
9.0,2500.0,66.0,2,1,1.0,28844.823999,0,0,377,382,332,407,817,11009,28686,18744,473,23434,12143,11334,17388,106,75187
2.0,4000.0,72.0,2,2,1.0,63459.25,0,0,1726,1884,1456,3818,2368,7786,12493,20137,1961,25647,23844,26974,22148,62,45402
9.0,1300.0,63.0,1,2,2.0,23079.716498,0,0,4444,238,124,1492,8460,1295,5289,8282,7661,2126,9916,8336,8619,30,44805
4.0,3000.0,61.0,1,1,1.0,23079.716498,0,0,879,539,-666,-999,9942,677,-666,7467,722,9762,5366,651,728,13,24495
5.0,2000.0,70.0,2,2,1.0,23079.716498,0,0,628,661,1616,4452,4340,3595,23548,23953,2949,21004,26144,26956,-666,60,27121
2.0,1410.0,57.0,1,1,2.0,28850.689952,0,0,865,801,1212,1959,1883,1038,7640,2592,2161,6543,7252,9989,2012,79,102233
2.0,3000.0,79.0,2,2,1.0,17327.063308,0,0,2946,1976,2027,2240,8820,5676,18641,14481,92,18375,17815,15437,16464,106,13193
2.0,4000.0,65.0,2,2,1.0,17328.335498,0,0,39,218,362,285,2087,11895,17919,19150,249,13121,14892,10777,11981,30,6679
3.0,3000.0,23.0,1,2,2.0,17329.667238,0,0,332,872,1425,1378,4942,1349,8405,6275,949,7405,5651,9459,1977,14,3352
2.0,1900.0,53.0,1,1,1.0,46216.366365,0,0,817,1605,1819,1801,4620,1440,8492,2589,9252,3589,-999,9363,4518,61,-777
5.0,4000.0,62.0,1,2,2.0,57781.938251,0,0,628,818,500,22,10,504,11401,13160,373,21550,505,21105,984,142,54299
5.0,1500.0,81.0,2,2,1.0,80912.846194,0,0,17728,2082,8123,10359,23294,27369,19969,8295,19055,13580,12545,22474,29562,21,10671
9.0,7000.0,40.0,2,2,2.0,46237.633119,0,0,729,1870,976,786,647,3294,18448,18845,964,14193,4235,12199,17379,108,64838
1.0,3000.0,30.0,2,1,1.0,11561.608072,0,1,514,917,909,615,881,618,1387,509,84,531,793,1651,837,14,3763
5.0,2000.0,55.0,2,2,2.0,28909.140176,0,0,649,124,739,522,964,27063,29380,744,643,23296,25211,27479,994,86,78044
9.0,3000.0,58.0,2,2,2.0,40480.605406,1,0,83,458,103,41,4707,1001,18543,19500,12,15821,17532,11390,29780,42,39046
1.0,5000.0,50.0,1,1,2.0,28916.544455,0,0,227,216,81,231,364,362,166,404,277,449,439,282,429,36,96480
7.0,1000.0,45.0,1,2,1.0,46277.819304,0,0,797,334,415,232,300,568,17642,1132,173,958,664,3302,3222,114,242496
2.0,1000.0,38.0,2,2,2.0,17354.244077,0,0,773,1361,813,971,500,1361,6850,6673,2000,6218,655,5950,7402,50,42458
9.0,1000.0,71.0,1,1,1.0,40494.057069,0,0,369,1261,3721,4935,3828,2113,5804,9292,1717,26991,1654,23800,7848,36,17142
4.0,300.0,32.0,1,1,1.0,11571.2827,1,1,4121,88,624,1532,1309,1046,4478,3029,1506,3204,2525,3178,2567,37,92233
6.0,6000.0,46.0,1,2,1.0,46293.944472,0,0,49,389,290,466,762,630,3909,718,266,769,513,985,667,68,39411
8.0,2000.0,52.0,1,2,2.0,11577.683318,0,0,246,226,438,929,757,919,1182,1547,699,1031,1863,1659,519,42,-777
4.0,4000.0,57.0,1,1,2.0,40554.832473,0,0,401,-666,4913,3189,4552,2240,-666,3155,1902,3558,3022,-666,-666,133,-777
4.0,6000.0,69.0,1,1,2.0,57935.950465,0,0,484,421,948,1383,744,617,4617,1426,348,1923,1657,1793,28011,173,87194
7.0,3000.0,50.0,1,1,2.0,40556.25,0,0,1960,1063,1377,1741,3751,4549,7925,2698,3403,4879,4419,15920,4811,83,345690
2.0,8000.0,45.0,2,2,1.0,17383.338357,0,0,916,852,922,614,906,999,9910,9809,627,8719,5697,5935,5600,58,11499
1.0,3000.0,68.0,1,1,1.0,40565.264995,1,0,356,185,817,655,1065,1844,1110,1192,3768,1789,1233,1057,1339,-777,-777
9.0,900.0,49.0,1,2,2.0,17387.2491,0,0,368,904,1154,1660,979,1742,5941,6609,7442,-999,9086,3439,1114,44,43239
2.0,5000.0,63.0,2,2,1.0,57970.403663,2,0,572,849,813,1319,1545,1637,1007,-666,981,9261,8780,8145,8657,57,19519
2.0,6000.0,51.0,2,2,2.0,52180.17968,0,1,503,931,647,884,2629,2437,6761,8213,8209,9834,6199,5273,5481,161,17877
5.0,10000.0,77.0,1,1,1.0,34791.313472,0,0,133,374,2473,2875,3019,801,9975,9258,1447,433,180,6670,1126,87,-777
2.0,10000.0,28.0,2,2,1.0,5800.0,0,0,4319,49,1278,1302,4254,3832,3248,-999,313,2353,2003,3404,4025,-777,-777
5.0,1000.0,46.0,2,2,1.0,17404.73519,0,0,20284,633,1293,1203,1001,8454,26871,27075,556,13978,14393,13697,17377,48,826
7.0,3000.0,50.0,1,1,1.0,46424.214885,0,0,932,610,991,936,557,578,22028,804,958,580,731,741,833,297,-777
9.0,6000.0,24.0,1,2,2.0,23214.099106,0,0,439,867,544,723,1387,4613,8840,5403,922,5158,9541,9855,8563,56,48827
1.0,3000.0,49.0,2,1,1.0,29019.263034,2,0,493,242,341,164,406,382,878,865,224,758,207,695,401,41,39784
5.0,2500.0,62.0,2,2,2.0,40628.782309,0,0,648,728,1504,1894,1118,8407,24170,24060,1007,23004,29919,21643,27552,64,22609
4.0,3000.0,29.0,2,2,2.0,52242.720556,1,0,346,226,224,266,157,532,4823,946,148,316,4538,2348,741,34,-777
3.0,3000.0,28.0,2,2,1.0,23226.154557,0,0,787,738,854,843,24850,25680,22106,21473,569,29263,22464,28683,598,30,15084
5.0,800.0,80.0,2,2,1.0,23239.198432,0,0,952,4075,29734,2702,6266,15907,24280,25336,63,27107,24935,23967,29870,59,21134
6.0,1500.0,70.0,2,2,2.0,34867.698641,0,0,523,555,705,931,785,866,27383,18538,611,936,826,18739,979,41,173510
9.0,15000.0,29.0,2,2,2.0,23253.112568,0,0,1995,1463,1731,1084,1491,1930,1785,20762,1296,22812,28711,26949,25569,104,27050
7.0,5000.0,38.0,2,1,2.0,46515.911315,0,0,8790,353,231,394,201,735,8883,823,220,8109,7969,8523,6029,54,-777
9.0,2000.0,66.0,2,2,2.0,17445.985195,0,0,672,986,650,822,870,3198,15197,5340,4693,12959,3883,14195,11783,45,12522
2.0,2000.0,60.0,2,2,1.0,17445.985195,0,0,515,425,-666,807,825,13064,26985,15384,151,17538,17719,14556,-666,31,11712
5.0,700.0,68.0,2,2,2.0,34897.25,0,0,2877,8082,8914,9458,17193,10611,27724,25283,21096,28777,22544,24674,29851,217,35526
5.0,300.0,62.0,2,1,2.0,29085.289175,0,0,1906,3761,1473,5446,8992,8495,26583,9665,9858,27296,9021,9232,8750,53,14253
7.0,7500.0,28.0,1,1,2.0,23275.326017,0,0,3309,348,345,98,14096,37,20524,17283,249,2293,4810,2253,431,-777,-777
1.0,10000.0,34.0,1,1,2.0,23279.579487,1,0,442,716,4930,4559,4112,1564,-666,3353,1320,3523,2600,2826,1901,25,-777
9.0,2500.0,82.0,2,2,1.0,40746.787368,0,0,684,833,674,1233,2930,11194,29983,26952,706,27818,24642,27337,24344,84,5982
2.0,1200.0,74.0,2,1,2.0,34940.014856,0,0,499,901,550,2708,4277,1537,8898,8524,1439,8528,2730,8882,6084,124,99838
3.0,4000.0,45.0,1,1,2.0,40776.553037,0,0,486,439,203,401,485,201,3248,797,162,1337,1194,305,245,31,45985
2.0,5000.0,56.0,2,2,2.0,5825.939359,1,0,394,309,731,4246,26745,21569,26229,-999,445,28416,27492,25801,1824,92,8905
5.0,2000.0,56.0,2,2,1.0,40786.854826,0,0,2245,147,675,649,7757,5136,14265,25044,797,26927,29677,26128,-666,114,166237
9.0,1000.0,19.0,1,2,2.0,5827.13162,0,0,357,899,4711,14580,17499,3196,22458,27762,78,20967,15964,21026,-666,32,17023
6.0,1960.0,50.0,2,2,1.0,23312.786538,1,0,15,118,135,10797,16483,24793,29805,20735,24637,19745,12963,25821,-666,66,90590
4.0,6000.0,63.0,1,1,2.0,81620.057736,0,0,787,952,1513,711,1833,1550,1794,669,2642,3477,2520,1058,-666,80,37667
7.0,4000.0,42.0,1,1,1.0,23321.786882,0,0,454,488,948,4714,3129,1989,26121,3699,184,472,3368,4780,3419,-777,-777
1.0,50000.0,38.0,1,1,2.0,34989.291621,1,0,411,332,232,328,412,232,88,304,263,206,115,437,240,109,32517
9.0,2000.0,28.0,2,2,2.0,17496.364018,0,0,903,826,2748,8390,9245,6075,28908,29605,217,1961,4216,25347,-666,78,13123
5.0,800.0,64.0,2,2,1.0,17497.25,0,0,17788,86,209,244,17682,11507,27967,15508,3512,23067,10799,28898,-666,39,37739
1.0,8000.0,38.0,1,1,1.0,5833.967921,0,0,339,40,454,116,4,93,7989,3431,41,4597,109,229,371,20,504
8.0,1500.0,57.0,1,1,2.0,17502.397011,0,0,397,439,233,313,202,233,3653,826,475,3890,3483,423,313,113,97920
2.0,3000.0,59.0,1,1,1.0,23338.105355,0,0,50,238,86,917,4251,4314,2339,847,2233,2098,3123,2436,802,29,33697
9.0,1200.0,74.0,2,2,2.0,40845.397461,0,0,962,1950,1291,1027,2529,3971,7053,9657,224,2761,2323,3660,1958,79,76633
7.0,6000.0,74.0,2,1,1.0,29176.583978,3,1,6378,379,7517,6967,8988,9747,14963,18401,224,15350,9537,7916,-666,86,206058
6.0,20000.0,36.0,1,1,1.0,17507.477772,0,0,229,485,700,244,132,59,9452,6879,265,8281,3534,3488,2000,51,-777
4.0,5000.0,73.0,1,1,1.0,46688.676448,0,0,414,175,266,44,392,375,4268,397,25,2532,131,3439,19396,69,-777
5.0,1000.0,45.0,1,2,1.0,5837.498164,0,0,79,79,805,733,861,643,24656,-999,260,7699,9045,22656,645,-777,-777
8.0,5000.0,52.0,1,2,2.0,23351.25,0,0,589,655,627,924,733,6702,29818,3664,358,9066,6719,7417,9158,30,-777
5.0,3000.0,30.0,1,1,1.0,58387.659767,0,0,2675,243,3132,2924,2759,2976,3365,4008,2159,4598,2456,3669,-666,-777,-777
5.0,500.0,84.0,2,2,2.0,35035.277484,1,0,754,634,890,688,571,2806,22081,15996,1567,25692,28074,29020,29593,126,222155
1.0,1600.0,60.0,1,1,1.0,40874.791369,0,0,105,476,18,454,30,192,131,131,241,7515,5173,5555,83,-777,-777
5.0,2500.0,36.0,1,2,2.0,29206.892544,0,0,1537,1162,1904,1209,1797,2747,4362,1526,1758,2119,1354,1459,-666,36,11632
1.0,5000.0,41.0,1,2,1.0,5843.127118,1,0,473,300,225,772,816,692,8182,1834,109,731,764,676,865,-777,-777
6.0,2000.0,21.0,2,2,2.0,5844.263967,0,0,101,368,1378,1141,4892,4130,13191,15508,5,15022,18399,12329,3951,56,8544
9.0,1200.0,54.0,9,9,2.0,5845.03271,0,0,732,609,654,780,1788,3679,13593,10535,976,16396,936,15450,14668,-999,-999
